time,province,mask,disinfectant,hand_sanitizer,thermometer,vitamin,cases_pdf
2020/3/18,Beijing,922,19,37,13,32,469
2020/3/18,Sichuan,1541,44,68,36,49,540
2020/3/18,Tianjin,544,7,31,9,16,136
2020/3/18,Hunan,1322,49,56,38,79,1018
2020/3/18,Henan,1767,55,91,36,94,1273
2020/3/18,Jilin,454,4,16,6,20,93
2020/3/18,Jiangxi,783,16,52,25,32,935
2020/3/18,Shandong,2512,90,234,58,129,761
2020/3/18,Zhejiang,1869,49,156,40,188,1232
2020/3/18,Liaoning,590,12,86,27,14,125
2020/3/18,Xinjiang,97,6,8,3,2,76
2020/3/18,Tibet,4,0,0,3,0,1
2020/3/18,Guangdong,8334,277,381,127,299,1370
2020/3/18,Anhui,1661,47,78,23,79,990
2020/3/18,Shanghai,831,26,58,14,32,361
2020/3/18,Guizhou,622,5,36,11,27,146
2020/3/18,Qinghai,32,0,0,3,0,18
2020/3/18,Hebei,1466,32,96,31,40,318
2020/3/18,Gansu,313,5,15,11,4,133
2020/3/18,Yunnan,1567,26,89,36,22,176
2020/3/18,Ningxia,69,5,13,0,1,75
2020/3/18,Heilongjiang,825,18,134,13,17,482
2020/3/18,Shanxi,1233,10,158,48,54,133
2020/3/18,Jiangsu,2342,54,147,37,110,631
2020/3/19,Inner Mongolia,145,0,10,1,0,75
2020/3/19,Hainan,441,17,16,13,16,168
2020/3/19,Guangxi,2694,37,161,33,80,253
2020/3/19,Shaanxi,2515,50,198,84,89,246
2020/3/19,Fujian,857,25,115,17,69,296
2020/3/19,Beijing,1064,26,39,13,21,480
2020/3/19,Sichuan,1226,27,42,99,53,540
2020/3/19,Tianjin,494,14,46,20,20,137
2020/3/19,Hunan,1014,79,153,30,67,1018
2020/3/19,Henan,1481,17,77,66,112,1273
2020/3/19,Jilin,405,9,9,12,20,93
2020/3/19,Jiangxi,823,13,19,42,32,935
2020/3/19,Shandong,2050,66,215,98,259,761
2020/3/19,Zhejiang,1695,43,167,108,168,1233
2020/3/19,Liaoning,516,13,56,22,36,125
2020/3/19,Xinjiang,99,4,2,1,0,76
2020/3/19,Tibet,19,0,0,1,0,1
2020/3/19,Guangdong,8750,255,377,182,412,1378
2020/3/19,Anhui,1288,42,124,57,160,990
2020/3/19,Shanghai,854,28,19,38,50,363
2020/3/19,Guizhou,565,10,26,22,29,146
2020/3/19,Qinghai,48,2,1,2,0,18
2020/3/19,Hebei,1575,18,71,105,73,318
2020/3/19,Gansu,235,2,14,14,5,134
2020/3/19,Yunnan,1267,21,101,51,28,176
2020/3/19,Ningxia,149,2,4,0,1,75
2020/3/19,Heilongjiang,856,8,66,38,23,483
2020/3/19,Shanxi,1011,19,100,23,33,133
2020/3/19,Jiangsu,2103,50,108,59,92,631
2020/3/20,Inner Mongolia,139,1,13,7,7,75
2020/3/20,Hainan,423,11,28,12,16,168
2020/3/20,Guangxi,2960,24,91,62,90,254
2020/3/20,Shaanxi,2979,36,133,87,77,247
2020/3/20,Fujian,1061,10,78,31,44,299
2020/3/20,Beijing,1155,9,64,28,25,491
2020/3/20,Sichuan,1425,38,33,72,85,541
2020/3/20,Tianjin,639,14,60,33,19,137
2020/3/20,Hunan,1180,38,96,54,71,1018
2020/3/20,Henan,1528,28,100,72,82,1273
2020/3/20,Jilin,410,0,24,24,35,93
2020/3/20,Jiangxi,906,13,30,49,36,935
2020/3/20,Shandong,2458,31,176,69,207,762
2020/3/20,Zhejiang,1780,39,113,124,114,1234
2020/3/20,Liaoning,674,7,62,25,32,126
2020/3/20,Xinjiang,128,1,2,0,3,76
2020/3/20,Tibet,8,0,0,2,1,1
2020/3/20,Guangdong,9975,244,418,274,318,1395
2020/3/20,Anhui,1386,29,98,64,91,990
2020/3/20,Shanghai,954,28,65,33,32,371
2020/3/20,Guizhou,495,17,16,19,17,146
2020/3/20,Qinghai,30,2,7,0,0,18
2020/3/20,Hebei,1667,33,33,82,73,318
2020/3/20,Gansu,282,7,14,2,8,134
2020/3/20,Yunnan,1212,33,151,57,10,176
2020/3/20,Ningxia,76,0,2,11,0,75
2020/3/20,Heilongjiang,686,12,100,44,22,484
2020/3/20,Shanxi,1041,6,75,14,57,133
2020/3/20,Jiangsu,2201,40,121,139,137,631
2020/3/21,Inner Mongolia,117,1,1,9,24,75
2020/3/21,Hainan,498,8,27,13,15,168
2020/3/21,Guangxi,2976,32,135,116,67,254
2020/3/21,Shaanxi,3610,18,130,116,60,248
2020/3/21,Fujian,1134,14,84,82,39,303
2020/3/21,Beijing,1155,20,20,46,18,504
2020/3/21,Sichuan,1579,29,58,92,83,542
2020/3/21,Tianjin,583,5,31,39,39,137
2020/3/21,Hunan,1302,25,51,103,74,1018
2020/3/21,Henan,1580,5,96,96,78,1273
2020/3/21,Jilin,490,3,25,20,19,93
2020/3/21,Jiangxi,1535,12,45,76,52,935
2020/3/21,Shandong,2883,50,231,167,215,764
2020/3/21,Zhejiang,2032,43,77,118,165,1236
2020/3/21,Liaoning,628,5,33,62,64,126
2020/3/21,Xinjiang,150,0,4,3,5,76
2020/3/21,Tibet,6,0,0,0,0,1
2020/3/21,Guangdong,11502,255,461,468,308,1400
2020/3/21,Anhui,1783,30,97,63,134,990
2020/3/21,Shanghai,1024,24,32,33,81,380
2020/3/21,Guizhou,580,9,18,39,24,146
2020/3/21,Qinghai,38,0,1,7,0,18
2020/3/21,Hebei,2197,34,41,93,87,318
2020/3/21,Gansu,294,9,19,25,11,134
2020/3/21,Yunnan,1339,6,106,66,17,176
2020/3/21,Ningxia,54,0,4,4,4,75
2020/3/21,Heilongjiang,815,10,120,34,13,484
2020/3/21,Shanxi,1120,18,61,63,47,133
2020/3/21,Jiangsu,2818,34,116,150,132,631
2020/3/22,Inner Mongolia,113,2,12,11,1,75
2020/3/22,Hainan,364,5,35,0,17,168
2020/3/22,Guangxi,2442,15,121,50,48,254
2020/3/22,Shaanxi,2657,19,126,86,62,248
2020/3/22,Fujian,789,14,46,30,41,313
2020/3/22,Beijing,884,25,21,24,19,522
2020/3/22,Sichuan,1283,26,66,56,68,543
2020/3/22,Tianjin,647,16,33,32,31,137
2020/3/22,Hunan,1048,28,80,67,93,1018
2020/3/22,Henan,1328,27,42,58,102,1274
2020/3/22,Jilin,632,1,34,23,20,93
2020/3/22,Jiangxi,1392,14,34,39,41,936
2020/3/22,Shandong,2427,40,204,100,101,767
2020/3/22,Zhejiang,1720,40,130,51,112,1238
2020/3/22,Liaoning,485,2,81,22,5,127
2020/3/22,Xinjiang,56,0,6,3,3,76
2020/3/22,Tibet,13,0,0,0,0,1
2020/3/22,Guangdong,8288,198,359,175,279,1413
2020/3/22,Anhui,1298,21,101,30,66,990
2020/3/22,Shanghai,796,19,66,33,41,404
2020/3/22,Guizhou,323,2,13,18,18,146
2020/3/22,Qinghai,25,3,6,2,7,18
2020/3/22,Hebei,1770,10,89,90,51,319
2020/3/22,Gansu,201,0,3,6,8,136
2020/3/22,Yunnan,883,15,60,22,19,176
2020/3/22,Ningxia,38,0,0,0,4,75
2020/3/22,Heilongjiang,612,8,83,35,25,484
2020/3/22,Shanxi,871,8,73,31,57,133
2020/3/22,Jiangsu,3074,74,295,85,130,633
2020/3/23,Inner Mongolia,159,5,37,0,3,75
2020/3/23,Hainan,341,8,33,3,16,168
2020/3/23,Guangxi,2569,29,101,24,75,254
2020/3/23,Shaanxi,3316,53,286,49,72,248
2020/3/23,Fujian,1119,14,60,33,32,313
2020/3/23,Beijing,958,8,40,25,46,537
2020/3/23,Sichuan,1409,19,76,32,79,543
2020/3/23,Tianjin,562,14,55,15,12,141
2020/3/23,Hunan,1065,28,56,39,80,1018
2020/3/23,Henan,1578,21,62,50,80,1274
2020/3/23,Jilin,743,7,88,9,10,93
2020/3/23,Jiangxi,1242,29,65,33,50,936
2020/3/23,Shandong,2625,60,168,62,147,768
2020/3/23,Zhejiang,2009,48,130,77,179,1238
2020/3/23,Liaoning,509,7,27,23,40,127
2020/3/23,Xinjiang,81,3,1,6,16,76
2020/3/23,Tibet,4,0,0,0,0,1
2020/3/23,Guangdong,9762,226,434,187,309,1415
2020/3/23,Anhui,1670,29,119,32,136,990
2020/3/23,Shanghai,1000,29,49,13,57,404
2020/3/23,Guizhou,439,4,9,11,11,146
2020/3/23,Qinghai,50,0,2,3,0,18
2020/3/23,Hebei,1808,17,71,40,24,319
2020/3/23,Gansu,199,2,1,3,0,136
2020/3/23,Yunnan,1257,10,103,34,24,176
2020/3/23,Ningxia,55,1,12,0,6,75
2020/3/23,Heilongjiang,501,20,92,34,29,484
2020/3/23,Shanxi,1098,3,41,23,51,134
2020/3/23,Jiangsu,3680,47,377,107,119,633
2020/3/24,Inner Mongolia,139,3,6,6,6,75
2020/3/24,Hainan,466,6,37,0,11,168
2020/3/24,Guangxi,2532,18,142,36,51,254
2020/3/24,Shaanxi,3515,42,224,58,110,249
2020/3/24,Fujian,1127,12,80,8,63,318
2020/3/24,Beijing,1005,18,55,13,48,558
2020/3/24,Sichuan,1754,18,59,40,38,545
2020/3/24,Tianjin,628,10,37,13,23,145
2020/3/24,Hunan,1173,41,90,54,79,1018
2020/3/24,Henan,1684,9,96,17,100,1274
2020/3/24,Jilin,662,9,60,8,24,93
2020/3/24,Jiangxi,1358,15,63,32,87,936
2020/3/24,Shandong,2986,39,206,72,192,768
2020/3/24,Zhejiang,2350,23,126,42,162,1240
2020/3/24,Liaoning,568,0,35,6,25,127
2020/3/24,Xinjiang,53,0,6,4,6,76
2020/3/24,Tibet,15,0,0,0,0,1
2020/3/24,Guangdong,9675,205,408,129,323,1428
2020/3/24,Anhui,1960,20,102,36,114,990
2020/3/24,Shanghai,939,15,33,10,64,414
2020/3/24,Guizhou,471,5,31,6,58,146
2020/3/24,Qinghai,56,0,7,4,1,18
2020/3/24,Hebei,1848,40,64,50,64,319
2020/3/24,Gansu,144,0,17,11,5,136
2020/3/24,Yunnan,1574,9,128,25,5,176
2020/3/24,Ningxia,84,0,11,2,0,75
2020/3/24,Heilongjiang,621,24,75,11,21,484
2020/3/24,Shanxi,1143,14,66,10,53,134
2020/3/24,Jiangsu,4880,66,522,98,151,636
2020/3/25,Inner Mongolia,102,2,15,1,4,77
2020/3/25,Hainan,489,8,10,3,15,168
2020/3/25,Guangxi,2850,16,96,40,49,254
2020/3/25,Shaanxi,4172,39,187,28,75,250
2020/3/25,Fujian,1194,17,87,13,62,322
2020/3/25,Beijing,1077,20,52,14,50,561
2020/3/25,Sichuan,1518,26,14,15,57,547
2020/3/25,Tianjin,699,1,25,7,10,145
2020/3/25,Hunan,1210,35,42,20,74,1018
2020/3/25,Henan,1861,18,85,35,100,1274
2020/3/25,Jilin,589,19,54,3,31,94
2020/3/25,Jiangxi,1293,17,36,25,46,936
2020/3/25,Shandong,3380,56,155,50,104,769
2020/3/25,Zhejiang,2133,66,109,47,132,1241
2020/3/25,Liaoning,439,2,41,4,33,127
2020/3/25,Xinjiang,156,1,3,2,1,76
2020/3/25,Tibet,10,0,0,0,0,1
2020/3/25,Guangdong,14098,224,482,128,279,1433
2020/3/25,Anhui,2563,27,107,24,126,990
2020/3/25,Shanghai,1047,26,70,10,46,433
2020/3/25,Guizhou,458,13,25,22,23,146
2020/3/25,Qinghai,80,0,6,2,0,18
2020/3/25,Hebei,2105,11,54,51,61,319
2020/3/25,Gansu,170,2,20,8,2,136
2020/3/25,Yunnan,1237,11,105,23,15,176
2020/3/25,Ningxia,74,0,50,1,8,75
2020/3/25,Heilongjiang,610,5,136,8,16,484
2020/3/25,Shanxi,1363,19,29,15,34,134
2020/3/25,Jiangsu,5974,58,715,96,168,638
2020/3/26,Inner Mongolia,143,4,3,7,1,89
2020/3/26,Hainan,324,11,6,1,17,168
2020/3/26,Guangxi,2439,40,83,59,85,254
2020/3/26,Shaanxi,4005,19,230,25,75,253
2020/3/26,Fujian,1259,21,77,14,28,328
2020/3/26,Beijing,879,25,47,12,26,566
2020/3/26,Sichuan,1595,19,61,59,69,547
2020/3/26,Tianjin,570,14,30,19,29,151
2020/3/26,Hunan,1327,27,82,19,91,1018
2020/3/26,Henan,1891,29,103,25,111,1275
2020/3/26,Jilin,711,5,58,16,5,95
2020/3/26,Jiangxi,1180,18,57,38,32,936
2020/3/26,Shandong,3475,69,196,68,189,771
2020/3/26,Zhejiang,2299,57,164,59,110,1243
2020/3/26,Liaoning,524,9,21,9,23,128
2020/3/26,Xinjiang,86,3,5,3,16,76
2020/3/26,Tibet,5,0,2,0,0,1
2020/3/26,Guangdong,13066,198,393,115,330,1448
2020/3/26,Anhui,2889,44,130,51,169,990
2020/3/26,Shanghai,1139,17,70,17,39,451
2020/3/26,Guizhou,367,5,12,13,25,146
2020/3/26,Qinghai,62,3,18,1,1,18
2020/3/26,Hebei,1803,17,83,32,42,319
2020/3/26,Gansu,162,2,7,2,0,136
2020/3/26,Yunnan,1220,4,100,24,55,178
2020/3/26,Ningxia,61,0,6,0,2,75
2020/3/26,Heilongjiang,456,18,64,27,6,484
2020/3/26,Shanxi,1250,26,70,24,77,135
2020/3/26,Jiangsu,6940,94,940,93,202,640
2020/3/27,Inner Mongolia,85,1,15,4,3,92
2020/3/27,Hainan,334,3,14,12,27,168
2020/3/27,Guangxi,2390,23,54,31,108,254
2020/3/27,Shaanxi,4018,35,245,46,99,253
2020/3/27,Fujian,1361,19,94,21,74,331
2020/3/27,Beijing,1041,15,54,21,31,569
2020/3/27,Sichuan,1635,26,79,48,72,548
2020/3/27,Tianjin,585,5,33,10,40,155
2020/3/27,Hunan,1389,30,51,16,116,1018
2020/3/27,Henan,1513,28,83,49,171,1275
2020/3/27,Jilin,522,8,85,19,24,95
2020/3/27,Jiangxi,1466,11,62,19,72,936
2020/3/27,Shandong,2804,55,141,73,195,772
2020/3/27,Zhejiang,3057,25,176,65,162,1247
2020/3/27,Liaoning,424,10,80,4,27,128
2020/3/27,Xinjiang,94,10,3,7,1,76
2020/3/27,Tibet,9,0,0,0,0,1
2020/3/27,Guangdong,12886,227,383,126,451,1456
2020/3/27,Anhui,2519,48,98,47,118,990
2020/3/27,Shanghai,1078,18,62,23,54,468
2020/3/27,Guizhou,400,6,29,2,38,146
2020/3/27,Qinghai,34,1,6,2,5,18
2020/3/27,Hebei,2002,38,40,45,63,319
2020/3/27,Gansu,145,2,17,7,7,136
2020/3/27,Yunnan,1236,8,36,18,50,180
2020/3/27,Ningxia,44,1,1,1,2,75
2020/3/27,Heilongjiang,452,7,24,20,39,484
2020/3/27,Shanxi,1201,17,39,17,60,135
2020/3/27,Jiangsu,6972,74,1044,136,188,641
2020/3/28,Inner Mongolia,133,0,12,4,2,94
2020/3/28,Hainan,223,14,16,7,11,168
2020/3/28,Guangxi,1980,26,82,14,60,254
2020/3/28,Shaanxi,3298,56,261,31,140,253
2020/3/28,Fujian,1342,23,84,29,45,337
2020/3/28,Beijing,951,20,95,16,39,573
2020/3/28,Sichuan,2371,39,163,33,57,548
2020/3/28,Tianjin,512,7,21,6,27,161
2020/3/28,Hunan,1393,52,85,18,72,1018
2020/3/28,Henan,1298,20,43,5,61,1275
2020/3/28,Jilin,533,3,21,4,40,97
2020/3/28,Jiangxi,1235,7,23,7,39,936
2020/3/28,Shandong,2324,31,155,44,180,772
2020/3/28,Zhejiang,2774,45,160,65,129,1251
2020/3/28,Liaoning,442,7,15,10,21,132
2020/3/28,Xinjiang,85,0,3,8,0,76
2020/3/28,Tibet,9,0,0,0,1,1
2020/3/28,Guangdong,10500,161,448,91,311,1467
2020/3/28,Anhui,2051,24,106,11,96,990
2020/3/28,Shanghai,961,24,52,8,25,485
2020/3/28,Guizhou,250,1,25,4,38,146
2020/3/28,Qinghai,13,1,5,0,2,18
2020/3/28,Hebei,2239,10,74,26,63,319
2020/3/28,Gansu,219,2,11,1,1,136
2020/3/28,Yunnan,776,6,27,13,22,180
2020/3/28,Ningxia,37,0,5,4,0,75
2020/3/28,Heilongjiang,523,17,53,8,52,484
2020/3/28,Shanxi,920,13,51,4,81,135
2020/3/28,Jiangsu,7261,78,969,100,150,641
2020/3/29,Inner Mongolia,149,1,6,5,7,95
2020/3/29,Hainan,299,5,20,0,2,168
2020/3/29,Guangxi,2258,40,83,12,74,254
2020/3/29,Shaanxi,3237,43,240,13,100,253
2020/3/29,Fujian,1000,9,75,25,51,338
2020/3/29,Beijing,1085,25,53,4,42,577
2020/3/29,Sichuan,2331,32,146,36,78,550
2020/3/29,Tianjin,433,16,24,17,2,166
2020/3/29,Hunan,1575,41,109,24,130,1018
2020/3/29,Henan,2584,17,107,19,126,1276
2020/3/29,Jilin,445,8,52,3,43,98
2020/3/29,Jiangxi,1407,24,97,10,68,937
2020/3/29,Shandong,2496,34,141,23,214,772
2020/3/29,Zhejiang,2700,27,139,34,181,1254
2020/3/29,Liaoning,525,7,26,0,22,134
2020/3/29,Xinjiang,168,1,3,1,3,76
2020/3/29,Tibet,8,0,0,0,0,1
2020/3/29,Guangdong,10512,252,428,93,423,1475
2020/3/29,Anhui,2521,41,122,17,130,990
2020/3/29,Shanghai,1115,35,64,6,70,492
2020/3/29,Guizhou,310,2,33,7,36,146
2020/3/29,Qinghai,39,0,0,10,3,18
2020/3/29,Hebei,2096,17,151,12,68,319
2020/3/29,Gansu,181,3,23,5,10,138
2020/3/29,Yunnan,712,6,23,23,25,180
2020/3/29,Ningxia,153,4,2,0,1,75
2020/3/29,Heilongjiang,443,6,25,6,28,484
2020/3/29,Shanxi,898,7,83,2,59,136
2020/3/29,Jiangsu,7124,85,1159,131,186,644
2020/3/30,Inner Mongolia,176,0,1,6,3,97
2020/3/30,Hainan,358,19,57,3,14,168
2020/3/30,Guangxi,2499,13,118,15,56,254
2020/3/30,Shaanxi,4114,22,204,30,111,253
2020/3/30,Fujian,1307,26,159,25,69,340
2020/3/30,Beijing,1204,22,45,17,21,577
2020/3/30,Sichuan,3218,34,368,47,73,550
2020/3/30,Tianjin,572,12,33,1,28,174
2020/3/30,Hunan,1797,18,148,33,82,1018
2020/3/30,Henan,2394,22,96,13,116,1276
2020/3/30,Jilin,474,0,32,14,8,98
2020/3/30,Jiangxi,1521,17,79,10,28,937
2020/3/30,Shandong,2714,35,161,25,179,773
2020/3/30,Zhejiang,2859,33,135,22,163,1255
2020/3/30,Liaoning,585,1,25,5,27,136
2020/3/30,Xinjiang,210,2,3,2,2,76
2020/3/30,Tibet,42,0,0,0,0,1
2020/3/30,Guangdong,9785,166,470,61,289,1484
2020/3/30,Anhui,2395,35,160,21,109,990
2020/3/30,Shanghai,1198,16,57,6,28,498
2020/3/30,Guizhou,381,7,23,4,26,146
2020/3/30,Qinghai,47,0,1,1,0,18
2020/3/30,Hebei,2496,30,87,17,59,321
2020/3/30,Gansu,305,6,15,0,4,138
2020/3/30,Yunnan,806,7,26,2,37,180
2020/3/30,Ningxia,100,0,9,8,0,75
2020/3/30,Heilongjiang,537,6,34,2,22,484
2020/3/30,Shanxi,984,8,30,8,50,136
2020/3/30,Jiangsu,8197,63,1539,92,124,645
2020/3/31,Inner Mongolia,104,2,6,1,0,107
2020/3/31,Hainan,296,10,29,0,8,168
2020/3/31,Guangxi,2080,27,112,15,93,254
2020/3/31,Shaanxi,3206,20,188,14,67,253
2020/3/31,Fujian,1054,11,77,16,33,343
2020/3/31,Beijing,1039,11,52,19,32,580
2020/3/31,Sichuan,3357,44,254,52,47,550
2020/3/31,Tianjin,432,1,14,4,51,174
2020/3/31,Hunan,1830,21,113,20,82,1018
2020/3/31,Henan,2398,10,83,16,112,1276
2020/3/31,Jilin,575,2,55,4,23,98
2020/3/31,Jiangxi,1436,37,64,11,58,937
2020/3/31,Shandong,2372,43,192,41,145,774
2020/3/31,Zhejiang,2830,52,153,34,147,1257
2020/3/31,Liaoning,510,13,23,8,11,139
2020/3/31,Xinjiang,204,2,2,10,2,76
2020/3/31,Tibet,33,0,0,0,0,1
2020/3/31,Guangdong,9119,187,373,87,229,1494
2020/3/31,Anhui,2745,57,122,15,147,990
2020/3/31,Shanghai,1201,11,67,20,26,509
2020/3/31,Guizhou,417,2,27,13,36,146
2020/3/31,Qinghai,78,1,6,0,1,18
2020/3/31,Hebei,2011,37,35,19,63,321
2020/3/31,Gansu,215,0,14,2,13,138
2020/3/31,Yunnan,696,5,11,14,23,182
2020/3/31,Ningxia,95,0,10,0,6,75
2020/3/31,Heilongjiang,552,15,46,3,41,484
2020/3/31,Shanxi,881,8,42,8,57,136
2020/3/31,Jiangsu,6940,95,1486,115,172,646
2020/4/1,Inner Mongolia,116,0,3,0,0,111
2020/4/1,Hainan,445,6,20,4,5,168
2020/4/1,Guangxi,2375,43,126,26,43,254
2020/4/1,Shaanxi,3181,24,175,37,77,255
2020/4/1,Fujian,1054,31,121,13,21,345
2020/4/1,Beijing,925,23,58,10,52,580
2020/4/1,Sichuan,4637,32,266,28,53,552
2020/4/1,Tianjin,501,2,24,1,16,176
2020/4/1,Hunan,2077,25,207,13,117,1018
2020/4/1,Henan,2857,33,199,26,71,1276
2020/4/1,Jilin,626,5,33,2,15,98
2020/4/1,Jiangxi,1564,20,70,14,22,937
2020/4/1,Shandong,2423,50,195,21,139,774
2020/4/1,Zhejiang,2359,31,117,20,160,1257
2020/4/1,Liaoning,595,3,10,2,23,140
2020/4/1,Xinjiang,111,4,15,0,3,76
2020/4/1,Tibet,26,0,2,0,1,1
2020/4/1,Guangdong,9499,210,412,78,255,1501
2020/4/1,Anhui,2224,24,160,18,74,990
2020/4/1,Shanghai,1068,18,73,4,61,516
2020/4/1,Guizhou,422,0,11,10,18,146
2020/4/1,Qinghai,50,3,5,2,0,18
2020/4/1,Hebei,2036,6,82,30,54,323
2020/4/1,Gansu,175,8,21,5,7,138
2020/4/1,Yunnan,654,4,49,12,11,182
2020/4/1,Ningxia,79,2,12,4,0,75
2020/4/1,Heilongjiang,648,17,87,2,36,484
2020/4/1,Shanxi,970,5,59,8,26,137
2020/4/1,Jiangsu,6726,82,1162,101,127,646
2020/4/2,Inner Mongolia,147,3,0,0,2,117
2020/4/2,Hainan,603,4,15,0,6,168
2020/4/2,Guangxi,2643,35,128,42,45,254
2020/4/2,Shaanxi,3297,42,204,41,73,255
2020/4/2,Fujian,995,12,83,2,26,345
2020/4/2,Beijing,1005,19,49,21,31,582
2020/4/2,Sichuan,6102,69,511,45,47,554
2020/4/2,Tianjin,542,8,18,1,9,176
2020/4/2,Hunan,2791,31,162,29,82,1019
2020/4/2,Henan,2598,21,156,29,83,1276
2020/4/2,Jilin,501,3,14,4,10,98
2020/4/2,Jiangxi,1534,7,38,9,66,937
2020/4/2,Shandong,2501,23,99,14,146,775
2020/4/2,Zhejiang,2915,26,199,40,97,1258
2020/4/2,Liaoning,831,9,58,2,37,141
2020/4/2,Xinjiang,162,0,13,1,20,76
2020/4/2,Tibet,9,0,0,1,0,1
2020/4/2,Guangdong,9868,150,337,48,333,1507
2020/4/2,Anhui,2252,12,101,21,99,990
2020/4/2,Shanghai,1140,12,84,15,25,522
2020/4/2,Guizhou,457,8,29,3,34,146
2020/4/2,Qinghai,30,0,13,1,2,18
2020/4/2,Hebei,2015,5,43,29,44,325
2020/4/2,Gansu,182,0,6,2,0,138
2020/4/2,Yunnan,602,2,24,13,27,183
2020/4/2,Ningxia,92,0,6,0,0,75
2020/4/2,Heilongjiang,568,20,72,15,13,488
2020/4/2,Shanxi,763,10,50,4,22,137
2020/4/2,Jiangsu,6147,99,1260,105,131,647
2020/4/3,Inner Mongolia,122,2,0,5,1,117
2020/4/3,Hainan,426,7,12,10,5,168
2020/4/3,Guangxi,2730,41,68,22,64,254
2020/4/3,Shaanxi,3348,19,270,27,62,255
2020/4/3,Fujian,1293,11,85,23,22,349
2020/4/3,Beijing,977,18,69,2,19,584
2020/4/3,Sichuan,5843,62,449,50,63,555
2020/4/3,Tianjin,495,3,27,7,32,180
2020/4/3,Hunan,3538,23,112,28,107,1019
2020/4/3,Henan,2691,20,185,24,65,1276
2020/4/3,Jilin,698,5,21,4,14,98
2020/4/3,Jiangxi,1359,21,82,0,31,937
2020/4/3,Shandong,2935,24,145,23,116,778
2020/4/3,Zhejiang,4599,40,264,74,66,1260
2020/4/3,Liaoning,762,5,36,2,21,141
2020/4/3,Xinjiang,96,2,1,3,2,76
2020/4/3,Tibet,14,0,0,1,4,1
2020/4/3,Guangdong,9326,156,292,78,209,1514
2020/4/3,Anhui,2312,25,119,19,83,990
2020/4/3,Shanghai,1117,17,39,14,26,526
2020/4/3,Guizhou,355,0,23,5,36,146
2020/4/3,Qinghai,106,0,2,4,1,18
2020/4/3,Hebei,1881,12,59,17,47,326
2020/4/3,Gansu,289,0,13,6,6,138
2020/4/3,Yunnan,642,7,17,6,20,184
2020/4/3,Ningxia,65,1,13,0,1,75
2020/4/3,Heilongjiang,917,23,82,9,30,489
2020/4/3,Shanxi,886,12,53,9,33,137
2020/4/3,Jiangsu,5360,73,866,82,87,651
2020/4/4,Inner Mongolia,145,2,11,1,5,117
2020/4/4,Hainan,712,3,52,1,5,168
2020/4/4,Guangxi,2432,16,79,36,72,254
2020/4/4,Shaanxi,3577,25,230,20,88,256
2020/4/4,Fujian,1338,7,58,14,41,350
2020/4/4,Beijing,1151,18,97,11,22,585
2020/4/4,Sichuan,5612,43,309,34,65,557
2020/4/4,Tianjin,605,4,34,12,17,180
2020/4/4,Hunan,3109,31,158,13,84,1019
2020/4/4,Henan,3327,13,148,24,77,1276
2020/4/4,Jilin,599,5,22,5,41,98
2020/4/4,Jiangxi,1523,18,81,12,56,937
2020/4/4,Shandong,3525,44,206,18,138,778
2020/4/4,Zhejiang,4773,59,298,48,99,1262
2020/4/4,Liaoning,825,6,42,5,6,141
2020/4/4,Xinjiang,110,5,0,1,2,76
2020/4/4,Tibet,15,0,0,2,0,1
2020/4/4,Guangdong,10975,221,475,78,306,1516
2020/4/4,Anhui,2125,25,120,21,128,990
2020/4/4,Shanghai,1153,44,117,13,36,529
2020/4/4,Guizhou,416,11,38,1,21,146
2020/4/4,Qinghai,62,2,8,2,0,18
2020/4/4,Hebei,1976,24,59,3,43,326
2020/4/4,Gansu,388,0,15,10,26,138
2020/4/4,Yunnan,631,9,25,1,11,184
2020/4/4,Ningxia,86,0,2,0,0,75
2020/4/4,Heilongjiang,879,8,72,24,19,491
2020/4/4,Shanxi,1034,13,98,14,21,137
2020/4/4,Jiangsu,5326,62,839,86,140,651
2020/4/5,Inner Mongolia,162,0,5,1,3,117
2020/4/5,Hainan,652,5,69,3,5,168
2020/4/5,Guangxi,2475,12,46,33,61,254
2020/4/5,Shaanxi,3133,23,197,23,66,256
2020/4/5,Fujian,937,16,74,10,73,350
2020/4/5,Beijing,1054,24,56,20,31,586
2020/4/5,Sichuan,4398,35,265,38,68,558
2020/4/5,Tianjin,547,2,22,2,12,180
2020/4/5,Hunan,3389,28,186,40,139,1019
2020/4/5,Henan,2684,28,209,22,94,1276
2020/4/5,Jilin,548,4,60,13,25,98
2020/4/5,Jiangxi,1224,15,45,6,63,937
2020/4/5,Shandong,2685,36,144,16,195,779
2020/4/5,Zhejiang,3897,15,272,66,113,1263
2020/4/5,Liaoning,633,9,117,10,32,142
2020/4/5,Xinjiang,51,0,8,2,3,76
2020/4/5,Tibet,26,0,0,0,0,1
2020/4/5,Guangdong,11333,192,430,49,273,1524
2020/4/5,Anhui,2140,26,187,33,72,990
2020/4/5,Shanghai,901,26,60,5,35,531
2020/4/5,Guizhou,419,9,30,2,20,146
2020/4/5,Qinghai,35,0,14,0,0,18
2020/4/5,Hebei,1772,7,57,13,63,327
2020/4/5,Gansu,333,0,25,12,1,138
2020/4/5,Yunnan,400,7,23,3,17,184
2020/4/5,Ningxia,76,0,1,0,10,75
2020/4/5,Heilongjiang,604,6,59,25,39,504
2020/4/5,Shanxi,861,3,43,7,76,138
